row,col
62,230
67,226
77,362
80,65
87,330
91,286
94,260
98,179
102,194
104,287
106,241
107,286
108,233
112,102
120,293
124,149
128,43
128,340
133,296
136,266
137,179
137,244
142,45
146,178
149,51
149,277
151,210
152,2
152,226
154,190
154,287
157,36
157,296
160,157
160,221
162,286
164,172
164,227
171,152
173,119
178,8
182,287
184,176
189,119
190,287
194,48
194,87
198,155
198,194
203,137
206,213
212,179
215,357
217,280
237,137
240,330
242,72
256,164
262,35
276,340
