row,col
113,52
133,1
141,3
144,2
144,4
145,3
148,3
150,65
152,3
166,2
167,5
170,5
173,6
177,2
177,3
178,0
178,1
178,2
178,3
178,4
179,0
179,1
179,2
179,3
180,0
180,1
180,2
180,3
181,0
181,1
181,2
181,3
182,0
182,1
182,2
183,0
183,1
184,0
184,1
185,393
186,0
186,392
186,393
187,1
188,0
188,1
188,2
188,3
189,0
189,2
189,3
190,0
190,1
190,2
190,3
191,0
191,1
191,2
191,3
192,0
192,1
192,2
192,3
193,1
193,2
203,133
